length,mean_nwidth,stdev_nwidth,mean_ndepth,stdev_ndepth,mean_balanced2,stdev_balanced2,mean_width,stdev_width,mean_depth,stdev_depth,mean_navdepth,stdev_navdepth,mean_avdepth,stdev_avdepth
15,1.0000000000000002,0.029993017610311683,1.0,0.25568114247453244,1.7819120383869862,0.17606053158254659,1.4997068073160893,0.044980732682135795,9.0092453235863257,2.3034941371678901,1.0,0.20938321611756341,6.0001146706801407,1.2563233068211828
16,1.0,0.029267429236719291,1.0,0.260892068245546,1.7754937255234504,0.13934431325342414,1.4993887083650961,0.043883252920411397,9.3617280937271179,2.4424006047249005,1.0,0.21501876615095417,6.1630461313155971,1.3251705748868912
17,1.0,0.029159440826157863,1.0,0.26779844538305225,1.7241939749131783,0.17006977082582952,1.4998098289421429,0.043733615957528352,9.6162234042553187,2.575209678115697,1.0,0.22062459226509001,6.2791458072590745,1.3853339834995828
18,0.99999999999999978,0.027347391143917349,1.0,0.25633191962126317,1.804461932548318,0.16871541048289448,1.5020208956849088,0.041076352940632298,9.8911781775972134,2.535424689579441,1.0,0.21673471086642579,6.4148126652479531,1.3903125682648014
19,1.0,0.0274603614154557,1.0,0.26502240556430262,1.7689653350865171,0.16814972042935741,1.5015861717356458,0.041234098972311367,10.186220344491387,2.6995766193051463,1.0,0.22292453764169989,6.5474402613618867,1.4595850930007492
20,1.0000000000000002,0.026352181701551198,1.0,0.26302274170706025,1.7251786953801449,0.16387381989898178,1.5006056246988955,0.03954423208443502,10.502229845626072,2.7623252880342855,1.0,0.22014433906729911,6.7167753001715269,1.4786600591198202
21,1.0,0.025234819270630426,1.0,0.26288901468981618,1.8316415721087802,0.18478900247983154,1.5016964729620377,0.037895039094540166,10.718927701056051,2.8178883418620018,0.99999999999999978,0.2258894952845856,6.8158871997214812,1.539637319461753
22,1.0000000000000002,0.025618300814053394,1.0,0.26294516636930021,1.8510349669700943,0.18917494422579029,1.503331661500394,0.038512802727607764,10.953295504146661,2.8801161086299523,1.0,0.224082127824871,6.9350224197452484,1.554014580329701
23,1.0,0.024756826406969298,1.0,0.27057938539877735,1.851205501544686,0.18446644608443002,1.5038362083862589,0.037230211955533533,11.194349732099367,3.0289602704504146,1.0,0.22935915738128757,7.0191236578495939,1.6099002877194439
24,0.99999999999999989,0.023899609753082321,1.0,0.26107572557770925,1.9075154215464947,0.19478293818471901,1.5043918201687776,0.035954377417762973,11.440414507772021,2.9868145185263311,1.0,0.22290184583466008,7.1652202072538858,1.5971408100086968
25,1.0,0.024336779119581486,1.0,0.26249791038761927,1.6719683589033529,0.17152860514819918,1.5031653459028351,0.036582203003446605,11.763236168947055,3.0878249137446656,1.0,0.22504743450941478,7.3246400951814392,1.6483914621253786
26,1.0,0.023235023532626162,1.0,0.26584720038158555,1.8173833436515945,0.18606083531197082,1.505165811267404,0.034972563045302447,11.850498338870432,3.1504218065153338,1.0,0.22661036806130838,7.3618195757730636,1.6682646436668789
27,1.0000000000000002,0.023097940566254686,1.0,0.25780347515545182,1.8533794721746821,0.21729366002756081,1.5040081141245008,0.034739490031212496,12.059196617336152,3.1089027955321291,1.0,0.22921674704469436,7.5216767154751647,1.7240942690430383
28,1.0000000000000002,0.022507611468248555,1.0,0.26496849692843605,1.8683188150314549,0.19088755734962187,1.5051411142577213,0.033877131404599505,12.30686198920586,3.2609307231855795,1.0,0.22914651905227382,7.5539431655468672,1.7309597815037787
29,1.0,0.023069721466989979,1.0,0.27737218507930456,1.8183780298218137,0.20331401278442401,1.5053028988359285,0.034726918599597457,12.545847750865052,3.4798692043297184,1.0,0.23615816035902834,7.7339517957284336,1.8264358283846305
30,1.0,0.023103762208803332,1.0,0.27006990291055366,1.7560966567791232,0.19684203558609897,1.5058050366939013,0.034789761500594291,12.824976348155156,3.4636401171764102,1.0,0.24069029686792742,7.8241879533270255,1.8832061212367432
31,0.99999999999999989,0.020746622059608415,1.0,0.25654397733658835,1.9041512990775087,0.21240544708058404,1.5058514034916131,0.031241329946171414,13.023310023310023,3.3410517514674103,1.0,0.22289677629179103,7.9410481991127151,1.7700340439599569
32,1.0000000000000002,0.021917987465096298,1.0,0.26815334571905092,1.7678150484262181,0.20126278458653399,1.5039890993278071,0.032964414226708351,13.30722891566265,3.5683779559842379,1.0,0.23205598598050647,8.0569653614457835,1.8696670409610889
33,1.0000000000000002,0.020184759758679029,1.0,0.26337819546223845,1.8777815735754098,0.21404212222329233,1.5054932364706681,0.030388019296476599,13.275682704811443,3.4965253543224866,1.0000000000000002,0.22488982485716114,8.0740828309098784,1.8157790737255344
34,1.0000000000000002,0.020496366153284991,1.0,0.2634551597369284,1.9497785847196463,0.22297857255743114,1.5063148741115506,0.030873981201929732,13.414266117969822,3.534057622863406,1.0000000000000002,0.23603248337487229,8.1594045025417561,1.9258845075950453
35,1.0,0.020190970150425588,1.0,0.27410961196592032,1.6948019659089586,0.18851411106602592,1.5037558193274305,0.030362288861568939,13.810650887573965,3.7856321557896928,1.0,0.24518085729083475,8.3027472527472526,2.0356746892976947
36,1.0,0.019490495496949867,1.0,0.27798771609671635,1.8493681153330366,0.21648932935436965,1.5047534276528203,0.029328389905687181,13.98989898989899,3.8890200686257796,1.0,0.24692251658067507,8.4052562663673775,2.0754470297969219
37,1.0,0.019488791667712193,0.99999999999999978,0.27171943747510013,1.8441486407218817,0.21910853855901463,1.5068431827733639,0.029366552864982454,13.978723404255319,3.798290860024272,1.0000000000000002,0.2255152234825531,8.341732448115426,1.8811876572684152
38,1.0,0.019547631789202449,1.0,0.26289905926149199,1.7989043466480095,0.19646329614583555,1.50679370525005,0.02945424853251603,14.225382932166301,3.7398397905010041,1.0000000000000002,0.23825448862033258,8.4785212484164454,2.0200457442980841
39,0.99999999999999989,0.019122516233806439,1.0000000000000002,0.25825436244698818,1.8732480654767747,0.21926168712391647,1.5049384146141489,0.028778209264338016,14.797266514806378,3.8214586297394884,1.0,0.23347440748060502,8.8302669236610019,2.0616413378973371
40,0.99999999999999989,0.018732340999805041,1.0,0.251903715021777,1.8372670379127982,0.2146787450472479,1.5066437893640536,0.028222965227605912,14.674242424242424,3.6964961817968334,1.0000000000000002,0.21886439780371433,8.714393939393938,1.9072705817697921
41,1.0,0.018601251732231573,1.0,0.25072170843494745,1.8646674235061489,0.23498052581030257,1.5080259158454794,0.028051169679370824,14.858356940509916,3.7253126366609055,1.0,0.22203176057903248,8.8231880052511578,1.9590279667257162
42,1.0,0.019110663897705733,1.0,0.2628809736971085,1.878979496545877,0.21993313328348593,1.5042766576219939,0.028747725612978114,15.228323699421965,4.0032365618787997,1.0000000000000002,0.23332530153752076,9.0450041288191567,2.11042831576485
43,1.0,0.017723269919711199,1.0,0.24393852382438713,1.9504840017725509,0.26661983130654815,1.5047643528682089,0.026669344791442826,15.459183673469388,3.7710904448361888,1.0,0.22055881878380665,9.1279069767441854,2.0132403807591652
44,1.0,0.016940198875845754,1.0,0.24753985996190364,1.9593912351614711,0.26311585377761859,1.5073415184360628,0.025534665096126223,14.979094076655052,3.7079228500913719,1.0,0.2374252411621344,8.8915901171998737,2.1110879278910311
45,1.0,0.019206632942561707,1.0,0.27549556526013291,1.9876056920780807,0.24809232792140939,1.5044434359323404,0.028895292856798795,16.127413127413128,4.4430307957203672,1.0,0.2457695189723075,9.4182754182754174,2.3147250190982578
46,0.99999999999999989,0.018707234933577125,1.0000000000000002,0.29390563134212366,1.7708191908950075,0.20523016065124677,1.5092308157408552,0.028233535439058419,15.481481481481481,4.5500945889262105,0.99999999999999989,0.25647072262135789,9.2640901771336566,2.3759679021588922
47,1.0,0.018736211410991927,1.0,0.26691456439075817,1.8634448775014327,0.2549833784499822,1.5096005493620142,0.028284195038996263,16.056768558951966,4.2857853854358865,1.0000000000000002,0.24387155891361312,9.4996748118554297,2.316700505539568
48,0.99999999999999989,0.018012587761489236,0.99999999999999989,0.25402961338229529,2.0009987245113559,0.29250492735135686,1.5101303275258438,0.027201355055845748,15.795918367346939,4.0126310358754402,1.0000000000000002,0.2303564588091396,9.3563988095238084,2.1553068969679536
49,1.0,0.017596815042775955,1.0,0.25120221510865187,1.8631834938093876,0.24606251015301137,1.5056055408142828,0.026493862229087589,15.905027932960893,3.9953782481247586,1.0,0.23273204155773963,9.3553756698210009,2.1772956791770479
50,1.0,0.01740356909444362,1.0000000000000002,0.27034325532368192,1.8603957866305294,0.27581136970612191,1.5079461450411651,0.02624364492592381,16.40449438202247,4.4348444131750053,0.99999999999999967,0.24227300619496545,9.5830337078651695,2.3217103848721807
51,1.0,0.019549707289893466,1.0,0.27616295618302661,1.7813674428665933,0.23720112397393159,1.5087578681152323,0.02949577469297647,16.337349397590362,4.511770705833543,0.99999999999999978,0.22963819932441185,9.4871249704701164,2.1786062949844216
52,1.0,0.016240620008214555,1.0,0.25115207783475102,1.9640458028294534,0.34498581761668029,1.5075870036042134,0.02448414765485879,16.1203007518797,4.0486470291556858,1.0,0.22550678339444816,9.4223539618276444,2.124804733935687
53,1.0000000000000004,0.015999582596472568,1.0000000000000002,0.25083803557092643,1.7204522671264577,0.25837355009939295,1.5054989922453335,0.024087355475335429,16.976377952755904,4.2583212967788775,0.99999999999999978,0.24711364168145444,10.076065963452683,2.4899333540513453
54,0.99999999999999989,0.017294767791259602,1.0,0.28873170600686238,1.7485196620586032,0.26194010431000642,1.5083785909490588,0.026087057471771331,17.269841269841269,4.9863507323089884,0.99999999999999989,0.2721271995420958,9.9542915931804821,2.708833494677632
55,1.0000000000000002,0.017079381734995312,0.99999999999999989,0.26696753363947401,1.8702432798503106,0.27243596116832569,1.5076543342493778,0.025749803899065324,17.680412371134022,4.7200960844504953,1.0,0.23760030005763719,10.224742268041236,2.4294018308986036
56,1.0000000000000002,0.017360769763539206,0.99999999999999989,0.24684352921669175,1.8814432990815582,0.29048777251828017,1.5076160959195803,0.026173375933065651,16.731182795698924,4.1299842092599182,1.0,0.22626229414642193,9.7503840245775724,2.2061442582095441
57,1.0,0.014852430290457356,1.0,0.24518846975669467,2.1660262776865777,0.30494334532776884,1.5120187402321006,0.022457152937162401,16.967032967032967,4.1601208494982043,1.0,0.231594414775525,9.8924233661075771,2.2910300001854136
58,0.99999999999999978,0.014020729266197315,1.0,0.23168975302383635,2.1162058328253024,0.34879700395694035,1.508095099269978,0.021144593094543321,17.194805194805195,3.9838601688773934,0.99999999999999978,0.20899801160011203,9.7908643081056894,2.046271172240596
59,0.99999999999999978,0.016943619462644697,0.99999999999999978,0.26211462817418146,1.9773272322342987,0.30812731696650425,1.5099064320954241,0.025583280009624437,16.969230769230769,4.4478836134788038,0.99999999999999978,0.21129414157915991,9.6485006518904832,2.0386716627671646
60,1.0000000000000002,0.017186962979193657,1.0000000000000002,0.30196467878200839,1.7271287278360758,0.20369930277881484,1.5103447987014917,0.025958240141100212,17.169230769230769,5.1845012541649433,1.0,0.28661798185824489,9.9910256410256419,2.8636076059247468
61,0.99999999999999967,0.015738423348938511,0.99999999999999989,0.25932319969492135,2.0566829109527132,0.37084116377626603,1.5118443331258657,0.02379404615242851,17.721311475409838,4.5955471945936068,1.0,0.24109173447808457,10.369255576457942,2.4999418121747956
62,1.0,0.015486107016682661,0.99999999999999989,0.28883971723852508,1.9915781294193153,0.37325452597486292,1.5083368011330889,0.023358265119547833,17.949999999999999,5.1846729244315251,1.0,0.24452302495592199,10.289784946236558,2.5160893411996725
63,0.99999999999999989,0.019390435800510274,1.0000000000000002,0.28136079119452645,1.8915160434479452,0.27129052892251787,1.5154335522345781,0.029384917004543838,16.899999999999999,4.7549973711874962,1.0,0.22538268586397411,9.8193650793650775,2.2131148750662164
64,1.0,0.012826285788883798,1.0,0.23324902745824608,2.0680857270603501,0.33889065076184516,1.5042860803992295,0.019294403175440355,17.720930232558139,4.1333897423996158,0.99999999999999989,0.20915975648219146,10.355741279069768,2.1660043241228104
65,1.0000000000000002,0.016781772787670617,1.0000000000000002,0.25630654233201028,2.0485518726860059,0.25447173576500071,1.5109496774303413,0.025356414180240198,17.913043478260871,4.5912302365560107,1.0000000000000002,0.22103689106652122,10.212709030100333,2.2573854533803654
66,0.99999999999999978,0.012030944436830062,1.0,0.25119470668154609,2.0735411244068218,0.35277878117663364,1.5160785768453786,0.018239857119895134,17.945945945945947,4.5079266280147738,1.0000000000000002,0.23671572694204365,10.322276822276825,2.4434452616822671
67,1.0,0.01421076195908904,1.0,0.21820844847888185,2.0512837463190361,0.36036961322225036,1.5121007483849862,0.021488103793459438,17.916666666666668,3.9095680352466338,1.0,0.21814835326305448,10.407960199004975,2.2704793782403483
68,1.0,0.011584667775174112,0.99999999999999956,0.24642116383284318,2.2648280275776078,0.41119998964054688,1.5140201498620152,0.017539420441070732,19.205882352941178,4.7327358818484306,1.0,0.24049803477752504,10.893598615916956,2.6198890587831944
69,1.0,0.012765947791420665,0.99999999999999978,0.22794248166909278,2.1245858006247809,0.36528904155742364,1.5088035068636008,0.019261306796133141,19.0,4.3309071517127631,1.0,0.23221616800673853,10.851547199373288,2.5199047075827199
70,1.0000000000000002,0.017240190503771857,1.0,0.20307482540676516,1.8522189150325601,0.30167487294468487,1.5032651453084256,0.025916577482797527,20.387096774193548,4.1401061179701797,1.0000000000000002,0.17631127454090362,10.971889400921658,1.9344678043983285
