38003,"(0,)",Which page ?,"[Which/WDT, page/NN, ?/.]",(ROOT (FRAG (WHNP (WDT Which) (NN page)) (. ?)))
38003,"(104, 105, 106)","Right , one point two metres  times  thirty two .","[Right/NN, ,/,, one/CD, point/NN, two/CD, metres/NNP, times/NNP, thirty/CD, two/CD, ./.]","(ROOT (S (NP (NP (NN Right)) (, ,) (NP (NP (CD one)) (NP (NN point) (CD two) (NNP metres)))) (VP (NNP times) (NP (CD thirty) (CD two))) (. .)))"
38003,"(107,)",Yeah ?,"[Yeah/UH, ?/.]",(ROOT (INTJ (UH Yeah) (. ?)))
38003,"(108,)",What is it ?,"[What/WP, is/VBZ, it/PRP, ?/.]",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (PRP it))) (. ?)))
38003,"(109,)",Thirty eight point four .,"[Thirty/CD, eight/CD, point/NN, four/CD, ./.]",(ROOT (NP (NP (CD Thirty) (CD eight)) (NP (NN point) (CD four)) (. .)))
38003,"(110,)",That 's right !,"[That/DT, 's/VBZ, right/JJ, !/.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (ADJP (JJ right))) (. !)))
38003,"(111,)","Now , a hundred and eighty percent of seventy four metres ?","[Now/RB, ,/,, a/DT, hundred/CD, and/CC, eighty/CD, percent/NN, of/IN, seventy/CD, four/CD, metres/NNS, ?/.]","(ROOT (FRAG (INTJ (RB Now)) (, ,) (NP (NP (NP (DT a) (CD hundred)) (CC and) (NP (CD eighty) (NN percent))) (PP (IN of) (NP (CD seventy) (CD four) (NNS metres)))) (. ?)))"
38003,"(112,)",One three three eight two .,"[One/CD, three/CD, three/CD, eight/CD, two/CD, ./.]",(ROOT (NP (NP (CD One)) (NP (NP (QP (CD three) (CD three))) (NP (CD eight) (CD two))) (. .)))
38003,"(113,)",That 's right .,"[That/DT, 's/VBZ, right/NN, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NN right))) (. .)))
38003,"(114,)",Right !,"[Right/RB, !/.]",(ROOT (ADVP (RB Right) (. !)))
38003,"(115,)",E three A .,"[E/NNP, three/CD, A/DT, ./.]",(ROOT (FRAG (NP (NP (NNP E)) (NP (QP (CD three)) (DT A))) (. .)))
38003,"(116, 117)",What are the decimal equivalents of  a hundred and sixty percent ?,"[What/WP, are/VBP, the/DT, decimal/JJ, equivalents/NNS, of/IN, a/DT, hundred/CD, and/CC, sixty/CD, percent/NN, ?/.]",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (NP (DT the) (JJ decimal) (NNS equivalents)) (PP (IN of) (NP (DT a) (CD hundred) (CC and) (CD sixty) (NN percent))))) (. ?)))
38003,"(118,)",That 's right .,"[That/DT, 's/VBZ, right/NN, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NN right))) (. .)))
38003,"(119,)",A hundred and sixty three percent ?,"[A/DT, hundred/CD, and/CC, sixty/CD, three/CD, percent/NN, ?/.]",(ROOT (FRAG (NP (NP (DT A) (CD hundred)) (CC and) (NP (CD sixty) (CD three) (NN percent))) (. ?)))
38003,"(120,)",Six six four .,"[Six/CD, six/CD, four/CD, ./.]",(ROOT (NP (NP (CD Six)) (QP (CD six) (CD four)) (. .)))
38003,"(121,)","Yeah , point six three .","[Yeah/UH, ,/,, point/NN, six/CD, three/CD, ./.]","(ROOT (FRAG (INTJ (UH Yeah)) (, ,) (NP (NP (NN point)) (NP (QP (CD six)) (CD three))) (. .)))"
38003,"(122,)",Good !,"[Good/JJ, !/.]",(ROOT (INTJ (JJ Good) (. !)))
38003,"(123,)","You move that decimal point you see , in two places and it 's one point three .","[You/PRP, move/VBP, that/IN, decimal/JJ, point/NN, you/PRP, see/VBP, ,/,, in/IN, two/CD, places/NNS, and/CC, it/PRP, 's/VBZ, one/CD, point/NN, three/CD, ./.]","(ROOT (S (NP (PRP You)) (VP (VBP move) (SBAR (IN that) (S (S (NP (JJ decimal) (NN point)) (NP (PRP you)) (VP (VBP see) (, ,) (PP (IN in) (NP (CD two) (NNS places))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (CD one) (NN point)) (NP (CD three)))))))) (. .)))"
38003,"(124,)",A hundred and six percent ?,"[A/DT, hundred/CD, and/CC, six/CD, percent/NN, ?/.]",(ROOT (FRAG (NP (NP (DT A) (CD hundred)) (CC and) (NP (CD six) (NN percent))) (. ?)))
38003,"(125,)",One point nought six .,"[One/CD, point/NN, nought/NN, six/CD, ./.]",(ROOT (NP (NP (CD One) (NN point) (NN nought)) (NP (CD six)) (. .)))
38003,"(126,)",That 's right !,"[That/DT, 's/VBZ, right/JJ, !/.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (ADJP (JJ right))) (. !)))
38003,"(127,)",One point nought six .,"[One/CD, point/NN, nought/NN, six/CD, ./.]",(ROOT (NP (NP (CD One) (NN point) (NN nought)) (NP (CD six)) (. .)))
